state,region,municipality,year,crop,yield_t_ha
Western Australia,South Coast,Gnowangerup,2019,chickpea,1.8671594752360876
Western Australia,South Coast,Gnowangerup,2019,lentil,2.0249860824666532
Western Australia,South Coast,Gnowangerup,2020,faba_bean,1.9816814109570644
Western Australia,South Coast,Gnowangerup,2020,chickpea,1.6679944072422503
Western Australia,South Coast,Gnowangerup,2020,lentil,1.6958315050848152
Western Australia,South Coast,Gnowangerup,2021,faba_bean,2.327875466864697
Western Australia,South Coast,Gnowangerup,2021,chickpea,1.5900279890076325
Western Australia,South Coast,Gnowangerup,2021,lentil,1.853278435952895
Western Australia,South Coast,Gnowangerup,2022,faba_bean,2.4379588637179372
Western Australia,South Coast,Gnowangerup,2022,chickpea,1.728144664234557
Western Australia,South Coast,Gnowangerup,2022,lentil,1.725643609337273
Western Australia,South Coast,Gnowangerup,2023,faba_bean,2.3573513567080004
Western Australia,South Coast,Gnowangerup,2023,chickpea,1.688085827480372
Western Australia,South Coast,Gnowangerup,2023,lentil,1.8617164391626537
Western Australia,South Coast,Gnowangerup,2024,faba_bean,2.342369868041971
Western Australia,South Coast,Gnowangerup,2024,chickpea,1.7451578847420928
Western Australia,South Coast,Gnowangerup,2024,lentil,1.8437443572193735
Western Australia,South Coast,Gnowangerup,2025,faba_bean,2.443248664627745
Western Australia,South Coast,Gnowangerup,2025,chickpea,1.6721536622404034
Western Australia,South Coast,Gnowangerup,2025,lentil,1.8471131579857534
Western Australia,South Coast,Jerramungup,2016,faba_bean,2.0194784498755745
Western Australia,South Coast,Jerramungup,2016,chickpea,1.551040619279928
Western Australia,South Coast,Jerramungup,2016,lentil,1.5199125281665526
Western Australia,South Coast,Jerramungup,2017,faba_bean,2.310116066072915
Western Australia,South Coast,Jerramungup,2017,chickpea,1.765391771373524
Western Australia,South Coast,Jerramungup,2017,lentil,2.154046141877854
Western Australia,South Coast,Jerramungup,2018,faba_bean,2.3833693337130355
Western Australia,South Coast,Jerramungup,2018,chickpea,1.6016068261736098
Western Australia,South Coast,Jerramungup,2018,lentil,1.984311550794327
Western Australia,South Coast,Jerramungup,2019,faba_bean,2.5362666725617373
Western Australia,South Coast,Jerramungup,2019,chickpea,1.8147362836269223
Western Australia,South Coast,Jerramungup,2019,lentil,2.0845005736696884
Western Australia,South Coast,Jerramungup,2020,faba_bean,1.855552943240813
Western Australia,South Coast,Jerramungup,2020,chickpea,1.279142038759806
Western Australia,South Coast,Jerramungup,2020,lentil,1.6685069163641
Western Australia,South Coast,Jerramungup,2021,faba_bean,2.359697151960849
Western Australia,South Coast,Jerramungup,2021,chickpea,1.623467118767724
Western Australia,South Coast,Jerramungup,2021,lentil,1.9327563071332399
Western Australia,South Coast,Jerramungup,2022,faba_bean,1.9513587320542305
Western Australia,South Coast,Jerramungup,2022,chickpea,1.907532875702261
Western Australia,South Coast,Jerramungup,2022,lentil,1.8570477587635843
Western Australia,South Coast,Jerramungup,2023,faba_bean,2.1853747794178875
Western Australia,South Coast,Jerramungup,2023,chickpea,1.6405725334727526
Western Australia,South Coast,Jerramungup,2023,lentil,1.7373639282457651
Western Australia,South Coast,Jerramungup,2024,faba_bean,2.4092135516396156
Western Australia,South Coast,Jerramungup,2024,chickpea,1.6894174949505507
Western Australia,South Coast,Jerramungup,2024,lentil,2.023549342504531
Western Australia,South Coast,Jerramungup,2025,faba_bean,2.37131127574068
Western Australia,South Coast,Jerramungup,2025,chickpea,1.5697340149430432
Western Australia,South Coast,Jerramungup,2025,lentil,1.9857936838931818
Western Australia,South Coast,Kojonup,2016,faba_bean,2.257240002019587
Western Australia,South Coast,Kojonup,2016,chickpea,1.621177142302326
Western Australia,South Coast,Kojonup,2016,lentil,1.775637928369165
Western Australia,South Coast,Kojonup,2017,faba_bean,2.570652163751312
Western Australia,South Coast,Kojonup,2017,chickpea,1.6604516886881688
Western Australia,South Coast,Kojonup,2017,lentil,2.054487934408309
Western Australia,South Coast,Kojonup,2018,faba_bean,2.1796999740298952
Western Australia,South Coast,Kojonup,2018,chickpea,1.7136964522316014
Western Australia,South Coast,Kojonup,2018,lentil,1.8734310314211222
Western Australia,South Coast,Kojonup,2019,faba_bean,2.335181975147671
Western Australia,South Coast,Kojonup,2019,chickpea,1.9999317920020694
Western Australia,South Coast,Kojonup,2019,lentil,1.982809445099775
Western Australia,South Coast,Kojonup,2020,faba_bean,1.95242155404794
Western Australia,South Coast,Kojonup,2020,chickpea,1.4380882492514757
Western Australia,South Coast,Kojonup,2020,lentil,1.4386859829552694
Western Australia,South Coast,Kojonup,2021,faba_bean,2.2186566934499803
Western Australia,South Coast,Kojonup,2021,chickpea,1.7350651011288387
Western Australia,South Coast,Kojonup,2021,lentil,1.630153942572092
Western Australia,South Coast,Kojonup,2022,faba_bean,2.2366048654121125
Western Australia,South Coast,Kojonup,2022,chickpea,1.698851866270829
Western Australia,South Coast,Kojonup,2022,lentil,1.9689379521538608
Western Australia,South Coast,Kojonup,2023,faba_bean,2.280058636372922
Western Australia,South Coast,Kojonup,2023,chickpea,1.4644456274474509
Western Australia,South Coast,Kojonup,2023,lentil,1.7652919496598949
Western Australia,South Coast,Kojonup,2024,faba_bean,2.503092313536525
Western Australia,South Coast,Kojonup,2024,chickpea,1.850162891510988
Western Australia,South Coast,Kojonup,2024,lentil,2.024363928858312
Western Australia,South Coast,Kojonup,2025,faba_bean,2.2539271631053897
Western Australia,South Coast,Kojonup,2025,chickpea,1.7987457177792525
Western Australia,South Coast,Kojonup,2025,lentil,1.9547125276906188
Western Australia,South Coast,Ravensthorpe,2016,faba_bean,2.0043870406644513
Western Australia,South Coast,Ravensthorpe,2016,chickpea,1.6341004898881457
Western Australia,South Coast,Ravensthorpe,2016,lentil,1.8736388891391127
Western Australia,South Coast,Ravensthorpe,2017,faba_bean,2.467023802506295
Western Australia,South Coast,Ravensthorpe,2017,chickpea,1.8383794460298295
Western Australia,South Coast,Ravensthorpe,2017,lentil,1.975177488214707
Western Australia,South Coast,Ravensthorpe,2018,faba_bean,2.2207264499055546
Western Australia,South Coast,Ravensthorpe,2018,chickpea,1.6576845307368764
Western Australia,South Coast,Ravensthorpe,2018,lentil,1.8920874625447153
Western Australia,South Coast,Ravensthorpe,2019,faba_bean,2.5665169534833834
Western Australia,South Coast,Ravensthorpe,2019,chickpea,1.7681197763754068
Western Australia,South Coast,Ravensthorpe,2019,lentil,2.10609405434559
Western Australia,South Coast,Ravensthorpe,2020,faba_bean,2.0091776393697818
Western Australia,South Coast,Ravensthorpe,2020,chickpea,1.1862202304325644
Western Australia,South Coast,Ravensthorpe,2020,lentil,1.6833845655235316
Western Australia,South Coast,Ravensthorpe,2021,faba_bean,2.264283722805606
Western Australia,South Coast,Ravensthorpe,2021,chickpea,1.641188422485507
Western Australia,South Coast,Ravensthorpe,2021,lentil,1.9360519417766549
Western Australia,South Coast,Ravensthorpe,2022,faba_bean,2.3342009947559426
Western Australia,South Coast,Ravensthorpe,2022,chickpea,1.7604618546976638
Western Australia,South Coast,Ravensthorpe,2022,lentil,1.8850078279787685
Western Australia,South Coast,Ravensthorpe,2023,faba_bean,2.119585202080139
Western Australia,South Coast,Ravensthorpe,2023,chickpea,1.760805267112907
Western Australia,South Coast,Ravensthorpe,2023,lentil,1.7247821167954234
Western Australia,South Coast,Ravensthorpe,2024,faba_bean,2.232056552341068
Western Australia,South Coast,Ravensthorpe,2024,chickpea,1.747557744516624
Western Australia,South Coast,Ravensthorpe,2024,lentil,1.8220642752239569
Western Australia,South Coast,Ravensthorpe,2025,faba_bean,2.304042145879119
Western Australia,South Coast,Ravensthorpe,2025,chickpea,1.8138364602806374
Western Australia,South Coast,Ravensthorpe,2025,lentil,2.03079459081194
Western Australia,Wheatbelt,Beverley,2016,faba_bean,1.9682259221116192
Western Australia,Wheatbelt,Beverley,2016,chickpea,1.2652890094816045
Western Australia,Wheatbelt,Beverley,2016,lentil,1.733056156795405
Western Australia,Wheatbelt,Beverley,2017,faba_bean,2.0719282566036163
Western Australia,Wheatbelt,Beverley,2017,chickpea,1.3636518358682592
Western Australia,Wheatbelt,Beverley,2017,lentil,1.6220799279957019
Western Australia,Wheatbelt,Beverley,2018,faba_bean,1.9723908243125692
Western Australia,Wheatbelt,Beverley,2018,chickpea,1.4784812603450852
Western Australia,Wheatbelt,Beverley,2018,lentil,1.6099504624036067
Western Australia,Wheatbelt,Beverley,2019,faba_bean,2.219633123277628
Western Australia,Wheatbelt,Beverley,2019,chickpea,1.4302383330335482
Western Australia,Wheatbelt,Beverley,2019,lentil,1.7576288951668995
Western Australia,Wheatbelt,Beverley,2020,faba_bean,1.914519289357261
Western Australia,Wheatbelt,Beverley,2020,chickpea,1.4796458843083333
Western Australia,Wheatbelt,Beverley,2020,lentil,1.6588227147652244
Western Australia,Wheatbelt,Beverley,2021,faba_bean,2.2509188135344904
Western Australia,Wheatbelt,Beverley,2021,chickpea,1.6684993223559559
Western Australia,Wheatbelt,Beverley,2021,lentil,1.724001441625792
Western Australia,Wheatbelt,Beverley,2022,faba_bean,2.384173957320194
Western Australia,Wheatbelt,Beverley,2022,chickpea,1.501781330104381
Western Australia,Wheatbelt,Beverley,2022,lentil,2.1282051951051186
Western Australia,Wheatbelt,Beverley,2023,faba_bean,2.3433512200510918
Western Australia,Wheatbelt,Beverley,2023,chickpea,1.8045301478008018
Western Australia,Wheatbelt,Beverley,2023,lentil,1.8829486157652369
Western Australia,Wheatbelt,Beverley,2024,faba_bean,2.206949729307669
Western Australia,Wheatbelt,Beverley,2024,chickpea,1.320361781481623
Western Australia,Wheatbelt,Beverley,2024,lentil,1.5863510117294568
Western Australia,Wheatbelt,Beverley,2025,faba_bean,2.206941142525853
Western Australia,Wheatbelt,Beverley,2025,chickpea,1.7165275527091377
Western Australia,Wheatbelt,Beverley,2025,lentil,2.1223168497468943
Western Australia,Wheatbelt,Northam,2016,faba_bean,2.153099882023668
Western Australia,Wheatbelt,Northam,2016,chickpea,1.5315788905175103
Western Australia,Wheatbelt,Northam,2016,lentil,1.5487046776315576
Western Australia,Wheatbelt,Northam,2017,faba_bean,2.0384621377213437
Western Australia,Wheatbelt,Northam,2017,chickpea,1.2699957520872198
Western Australia,Wheatbelt,Northam,2017,lentil,1.7195184906553576
Western Australia,Wheatbelt,Northam,2018,faba_bean,2.2783851669477597
Western Australia,Wheatbelt,Northam,2018,chickpea,1.5731358434599163
Western Australia,Wheatbelt,Northam,2018,lentil,1.677243054290203
Western Australia,Wheatbelt,Northam,2019,faba_bean,2.096338709636242
Western Australia,Wheatbelt,Northam,2019,chickpea,1.5089150251208399
Western Australia,Wheatbelt,Northam,2019,lentil,1.7111877484542324
Western Australia,Wheatbelt,Northam,2020,faba_bean,1.907070400190155
Western Australia,Wheatbelt,Northam,2020,chickpea,1.3163525654131818
Western Australia,Wheatbelt,Northam,2020,lentil,1.7095663578134006
Western Australia,Wheatbelt,Northam,2021,faba_bean,2.248966382523688
Western Australia,Wheatbelt,Northam,2021,chickpea,1.7572518579237284
Western Australia,Wheatbelt,Northam,2021,lentil,1.7980566750248106
Western Australia,Wheatbelt,Northam,2022,faba_bean,2.1531747094936207
Western Australia,Wheatbelt,Northam,2022,chickpea,1.6613146852701308
Western Australia,Wheatbelt,Northam,2022,lentil,1.6913833366407176
Western Australia,Wheatbelt,Northam,2023,faba_bean,2.2403309447543363
Western Australia,Wheatbelt,Northam,2023,chickpea,1.8878293452343957
Western Australia,Wheatbelt,Northam,2023,lentil,1.8567744811604663
Western Australia,Wheatbelt,Northam,2024,faba_bean,2.096070038851494
Western Australia,Wheatbelt,Northam,2024,chickpea,1.4668732230303034
Western Australia,Wheatbelt,Northam,2024,lentil,1.7518331058858094
Western Australia,Wheatbelt,Northam,2025,faba_bean,2.388750951093666
Western Australia,Wheatbelt,Northam,2025,chickpea,1.4623991472950573
Western Australia,Wheatbelt,Northam,2025,lentil,1.6835108681588453
Western Australia,Wheatbelt,Quairading,2016,faba_bean,2.0450460128079
Western Australia,Wheatbelt,Quairading,2016,chickpea,1.6795734624052074
Western Australia,Wheatbelt,Quairading,2016,lentil,1.7882851940098683
Western Australia,Wheatbelt,Quairading,2017,faba_bean,2.171474333179004
Western Australia,Wheatbelt,Quairading,2017,chickpea,1.5778063297987344
Western Australia,Wheatbelt,Quairading,2017,lentil,1.5582645373348742
Western Australia,Wheatbelt,Quairading,2018,faba_bean,2.1356304049140613
Western Australia,Wheatbelt,Quairading,2018,chickpea,1.540531142787053
Western Australia,Wheatbelt,Quairading,2018,lentil,1.664272608386332
Western Australia,Wheatbelt,Quairading,2019,faba_bean,2.2172883195068103
Western Australia,Wheatbelt,Quairading,2019,chickpea,1.5249364818994984
Western Australia,Wheatbelt,Quairading,2019,lentil,1.6983368834771402
Western Australia,Wheatbelt,Quairading,2020,faba_bean,2.1982396995939597
Western Australia,Wheatbelt,Quairading,2020,chickpea,1.427196932875538
Western Australia,Wheatbelt,Quairading,2020,lentil,1.636598308944572
Western Australia,Wheatbelt,Quairading,2021,faba_bean,2.294670970050395
Western Australia,Wheatbelt,Quairading,2021,chickpea,1.6551329921088602
Western Australia,Wheatbelt,Quairading,2021,lentil,1.8554221268055513
Western Australia,Wheatbelt,Quairading,2022,faba_bean,2.4702564943272347
Western Australia,Wheatbelt,Quairading,2022,chickpea,1.5238443240097845
Western Australia,Wheatbelt,Quairading,2022,lentil,1.7055122135365341
Western Australia,Wheatbelt,Quairading,2023,faba_bean,2.1015951780867868
Western Australia,Wheatbelt,Quairading,2023,chickpea,1.3849497169388352
Western Australia,Wheatbelt,Quairading,2023,lentil,2.0620392951115147
Western Australia,Wheatbelt,Quairading,2024,faba_bean,2.0388399766988674
Western Australia,Wheatbelt,Quairading,2024,chickpea,1.5738438372076053
Western Australia,Wheatbelt,Quairading,2024,lentil,1.638767093090482
Western Australia,Wheatbelt,Quairading,2025,faba_bean,2.388963434098354
Western Australia,Wheatbelt,Quairading,2025,chickpea,1.8646762360369102
Western Australia,Wheatbelt,Quairading,2025,lentil,2.037261669313117
Western Australia,Wheatbelt,Toodyay,2016,faba_bean,2.0116903602644745
Western Australia,Wheatbelt,Toodyay,2016,chickpea,1.2002393509836093
Western Australia,Wheatbelt,Toodyay,2016,lentil,1.735856831804933
Western Australia,Wheatbelt,Toodyay,2017,faba_bean,2.1484036095114485
Western Australia,Wheatbelt,Toodyay,2017,chickpea,1.6923392636360308
Western Australia,Wheatbelt,Toodyay,2017,lentil,1.6341686704613054
Western Australia,Wheatbelt,Toodyay,2018,faba_bean,2.276737765056176
Western Australia,Wheatbelt,Toodyay,2018,chickpea,1.3902255071920384
Western Australia,Wheatbelt,Toodyay,2018,lentil,1.686439568701903
Western Australia,Wheatbelt,Toodyay,2019,faba_bean,2.1915903831600514
Western Australia,Wheatbelt,Toodyay,2019,chickpea,1.5752965684814522
Western Australia,Wheatbelt,Toodyay,2019,lentil,1.7466724788187502
Western Australia,Wheatbelt,Toodyay,2020,faba_bean,2.1691756462544953
Western Australia,Wheatbelt,Toodyay,2020,chickpea,1.517387057736095
Western Australia,Wheatbelt,Toodyay,2020,lentil,1.7190858628183068
Western Australia,Wheatbelt,Toodyay,2021,faba_bean,2.468366683251245
Western Australia,Wheatbelt,Toodyay,2021,chickpea,1.6185359784722166
Western Australia,Wheatbelt,Toodyay,2021,lentil,1.776874366107471
Western Australia,Wheatbelt,Toodyay,2022,faba_bean,2.5308700619390456
Western Australia,Wheatbelt,Toodyay,2022,chickpea,1.6495545463906605
Western Australia,Wheatbelt,Toodyay,2022,lentil,1.8162339632878386
Western Australia,Wheatbelt,Toodyay,2023,faba_bean,2.119590840152603
Western Australia,Wheatbelt,Toodyay,2023,chickpea,1.7264553145045338
Western Australia,Wheatbelt,Toodyay,2023,lentil,1.9036153248993781
Western Australia,Wheatbelt,Toodyay,2024,faba_bean,2.10040698302633
Western Australia,Wheatbelt,Toodyay,2024,chickpea,1.531069776925254
Western Australia,Wheatbelt,Toodyay,2024,lentil,1.9278054972742709
Western Australia,Wheatbelt,Toodyay,2025,faba_bean,2.468185991765241
Western Australia,Wheatbelt,Toodyay,2025,chickpea,1.7263456472397607
Western Australia,Wheatbelt,Toodyay,2025,lentil,1.8591791834750995
Western Australia,Wheatbelt,York,2016,faba_bean,2.178160972352069
Western Australia,Wheatbelt,York,2016,chickpea,1.5567450563863823
Western Australia,Wheatbelt,York,2016,lentil,1.7069652463897387
Western Australia,Wheatbelt,York,2017,faba_bean,2.1195010973503425
Western Australia,Wheatbelt,York,2017,chickpea,1.419421866297526
Western Australia,Wheatbelt,York,2017,lentil,1.3858431257900885
Western Australia,Wheatbelt,York,2018,faba_bean,1.9863688839276947
Western Australia,Wheatbelt,York,2018,chickpea,1.605876226535279
Western Australia,Wheatbelt,York,2018,lentil,1.727630279392708
Western Australia,Wheatbelt,York,2019,faba_bean,2.2721009618444783
Western Australia,Wheatbelt,York,2019,chickpea,1.6243951499903626
Western Australia,Wheatbelt,York,2019,lentil,1.8440235589232763
Western Australia,Wheatbelt,York,2020,faba_bean,2.1811841986863243
Western Australia,Wheatbelt,York,2020,chickpea,1.4483990739681019
Western Australia,Wheatbelt,York,2020,lentil,1.4648620945963204
Western Australia,Wheatbelt,York,2021,faba_bean,2.2469525811903726
Western Australia,Wheatbelt,York,2021,chickpea,1.6071699146570886
Western Australia,Wheatbelt,York,2021,lentil,1.9638510276496155
Western Australia,Wheatbelt,York,2022,faba_bean,2.301695988699513
Western Australia,Wheatbelt,York,2022,chickpea,1.6398350955964103
Western Australia,Wheatbelt,York,2022,lentil,1.972759066590198
Western Australia,Wheatbelt,York,2023,faba_bean,2.267479136167339
Western Australia,Wheatbelt,York,2023,chickpea,1.688746326471715
Western Australia,Wheatbelt,York,2023,lentil,1.9440576252563664
Western Australia,Wheatbelt,York,2024,faba_bean,2.0194640202375966
Western Australia,Wheatbelt,York,2024,chickpea,1.5934323582583543
Western Australia,Wheatbelt,York,2024,lentil,1.710163969027102
Western Australia,Wheatbelt,York,2025,faba_bean,2.225476275197034
Western Australia,Wheatbelt,York,2025,chickpea,1.5330792499093286
Western Australia,Wheatbelt,York,2025,lentil,1.9326402501274715
